distribuidor,filial_anterior,cod_vend1,nome_vend1,celula,cliente,cnpj,razao,fantasia,endereco,bairro,cidade,micro_regiao,meso_regiao,estado,regiao,cep,ibm_cliente,clube_status,tipo_cliente,banding,cod_seg,nome_seg,emissao,mes,ano,ano_mes,dt_entrega,produto,descricao,classe,familia,tier,aplicacao,origem_prod,tipo_sh,volume,cfop,numero_nf,serie,quantidade,vol_total,fat_bruto,fat_liquido,liquido_shell,custo,ibm_distribuidor,tipo_global,ibm_shell,embalagem,cod_vend2,armazem,grupo_alvorada,rede_top,segmentacao,troca_oleo,pitstop,cod_supervisor,nome_supervisor,cod_gerente,nome_gerente,combo_descri,combo_cod,peso_bruto,transportadora,custo_repo,cod_ibge,cond_pgto,prazo_med,tipo_prod1
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00855400,40805799000108,COMERCIAL SHALOM IJV LTDA,COMERCIAL SHALOM IJV,RUA CASTELO 770,JARDIM LIMOEIRO,SERRA,,,ES,,29164030,,OK,B2C,M,ROMA,OFICINAS DE AUTOMOVEIS,09/05/2024,05,2024,2024M05,  /  /    ,45297809,ADVANCE 4T AX5 20W-50 SL/ MA TB 209L,OLEO,ADVANC,ADVANCE 4T AX5,Consumer,Mineral,Mainstream,209.0,5655,000016338,001,1,209.0,3950.1,3584.71,0,2305.23,005654,Mainstream,7005654,EMBALADO  ,250028,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,183.6,-,0,05002,036 - 20 ATE 120,69,SH
Nacional,NACIONAL / MATRIZ / ES,250012,NUBIA SOUZA AZEVEDO,NUBIA SOUZA AZEVEDO,00757500,47605987000131,MARCOS PRATTI DA SILVA 11218243740,PRATTI CAR,R CENTO E CINCO,NOVA ROSA DA PENHA,CARIACICA,,,ES,,29157282,,OK,B2C,M,RAUA,AUTOCENTRO / CENTRO AUTOM,09/05/2024,05,2024,2024M05,10/05/2024,44414905,RIMULA RT4 X 15W40 SHELL CX 12X1L,OLEO,RIMULA,RIMULA RT4X,Transport,Mineral,Mainstream,12.0,5656,000016339,001,1,12.0,250.86,227.65,0,167.1,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.511,000003 - NOSSO CARRO,0,01308,014 - 28DDL,28,SH
Nacional,NACIONAL / MATRIZ / ES,250016,ALEXSANDRO DOS SANTOS SOBRINHO,ALEXSANDRO DOS SANTOS SOBRINHO,00882800,21670246000140,HELMER MAQUINAS LTDA,TRANSLOC,R MANOEL BANDEIRA 1032,INTERLAGOS,LINHARES,,,ES,,29903270,,,B2B,,CCLR,AGRICULTURA,09/05/2024,05,2024,2024M05,10/05/2024,44422855,RIMULA R3 EXTRA 15W40 CI-4 FR 20L,OLEO,RIMULA,RIMULA R3 EXTRA,Transport,Mineral,Mainstream,20.0,5656,000016340,001,10,200.0,3540.0,3212.55,0,2306.2,005654,Mainstream,7005654,EMBALADO  ,250024,01,0,Nao,,,,250014,RODRIGO LAZARO,250002,WANDERSON CASTIGLIONI,,,18.0,-,0,03205,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250030,ITALO FRANGILO BARBOSA,ITALO FRANGILO BARBOSA,00343701,13622973000104,MICHAEL SASSI BERNARDO ME,MICHAEL SASSI BERNAR,ROD DO SOL 2660LJ 1,PRAIA DOS CASTELHANOS,ANCHIETA,,,ES,,29230000,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,09/05/2024,05,2024,2024M05,  /  /    ,45297905,ADVANCE 4T AX5 20W-50 SL/ MA CX. 12X1L,OLEO,ADVANC,ADVANCE 4T AX5,Consumer,Mineral,Mainstream,12.0,5655,000016341,001,4,48.0,955.2,866.84,0,553.25,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.68,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00409,003 - 30/60/90 DD,71,SH
Nacional,NACIONAL / MATRIZ / ES,250030,ITALO FRANGILO BARBOSA,ITALO FRANGILO BARBOSA,00343701,13622973000104,MICHAEL SASSI BERNARDO ME,MICHAEL SASSI BERNAR,ROD DO SOL 2660LJ 1,PRAIA DOS CASTELHANOS,ANCHIETA,,,ES,,29230000,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,09/05/2024,05,2024,2024M05,  /  /    ,44762905,ADVANCE 4T AX6 10W-40 (SL/MA2) CX 12X1L,OLEO,ADVANC,ADVANCE 4T AX6,Engine Oils - Motorcycle,Sint tico,Premium,12.0,5655,000016341,001,4,48.0,1126.56,1022.36,0,651.66,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00409,003 - 30/60/90 DD,71,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00746000,17822337000187,FRANCISCO RONALDO LIMA 02787960600,RONALDO AUTO PECAS,IRACY MARQUES 1235,CENTRO,AGUA DOCE DO NORTE,,,ES,,29820000,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,09/05/2024,05,2024,2024M05,14/05/2024,41074905,HELIX HX6 FLEX 15W40 SL CX 12X1L,OLEO,HELIX,HELIX HX6,Consumer,Semi Sintetico,Premium,12.0,5655,000016342,001,2,24.0,525.6,476.98,0,315.52,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.572,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00169,003 - 30/60/90 DD,75,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00746000,17822337000187,FRANCISCO RONALDO LIMA 02787960600,RONALDO AUTO PECAS,IRACY MARQUES 1235,CENTRO,AGUA DOCE DO NORTE,,,ES,,29820000,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,09/05/2024,05,2024,2024M05,14/05/2024,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,5655,000016342,001,4,48.0,1646.4,1494.11,0,888.84,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.092,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00169,003 - 30/60/90 DD,75,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00746000,17822337000187,FRANCISCO RONALDO LIMA 02787960600,RONALDO AUTO PECAS,IRACY MARQUES 1235,CENTRO,AGUA DOCE DO NORTE,,,ES,,29820000,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,09/05/2024,05,2024,2024M05,14/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016342,001,2,24.0,597.6,542.32,0,332.35,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00169,003 - 30/60/90 DD,75,SH
Nacional,NACIONAL / MATRIZ / ES,250011,VALTENOR GOMES BARRETO,VALTENOR GOMES BARRETO,00891500,46009003000197,MMAG PULVERIZADORES LTDA,MMAG PULVERIZADORES,R SEBASTI�O DA SILVA PRATTI 757,PLANALTO,LINHARES,,,ES,,29906520,,,B2C,,RATT,AUTOPECAS TRATOR,10/05/2024,05,2024,2024M05,07/05/2024,49757855,WBF 100 NOVO FR. 20LT,OLEO,WBF,WBF 100,Transport,Mineral,Mainstream,20.0,1661,000000198,002,-10,-200.0,-4997.6,-4535.32,0,-2881.87,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,0.0,-,0,03205,001 - A VISTA,0,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00443800,13134129000134,M PERFORMANCE MECANICA LTDA,M PERFORMANCE MECANI,R OLIVIA LUDGERO 33,DE FATIMA,SERRA,,,ES,,29160763,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,10/05/2024,05,2024,2024M05,  /  /    ,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,1661,000000199,002,-2,-24.0,-823.2,-747.06,0,-420.53,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,0.0,-,0,05002,001 - A VISTA,0,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00443800,13134129000134,M PERFORMANCE MECANICA LTDA,M PERFORMANCE MECANI,R OLIVIA LUDGERO 33,DE FATIMA,SERRA,,,ES,,29160763,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,10/05/2024,05,2024,2024M05,  /  /    ,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,1661,000000199,002,-2,-24.0,-597.6,-542.32,0,-332.35,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,0.0,-,0,05002,001 - A VISTA,0,SH
Nacional,NACIONAL / MATRIZ / ES,250016,ALEXSANDRO DOS SANTOS SOBRINHO,ALEXSANDRO DOS SANTOS SOBRINHO,00058501,32497315000182,BRITACOL BRITAS COLATINA LTDA,BRITACOL BRITAS COLA,ROD BR 259 SN KM 44,BARBADOS,COLATINA,,,ES,,29712490,,,B2B,,COCO,OUTROS CONSUMIDORES,10/05/2024,05,2024,2024M05,  /  /    ,44422809,RIMULA R3 EXTRA 15W40 CI-4 TB 209L,OLEO,RIMULA,RIMULA R3 EXTRA,Transport,Mineral,Mainstream,209.0,1661,000000200,002,-2,-418.0,-7304.0,-6628.38,0,-4662.68,005654,Mainstream,7005654,EMBALADO  ,250024,01,0,Nao,,,,250014,RODRIGO LAZARO,250002,WANDERSON CASTIGLIONI,,,0.0,-,0,01506,001 - A VISTA,0,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00739000,40828890000149,J P G ROSA,GRK,RUA MANOEL NUNES N�2,SERRA DOURADA II,SERRA,,,ES,,29171241,,OK,B2C,P,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,  /  /    ,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,1661,000000201,002,-4,-48.0,-1646.4,-1494.1,0,-841.07,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,0.0,-,0,05002,001 - A VISTA,0,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00003202,14749549000430,LAGE E SCARABELI COM DE VEIC LTDA,LAGE E SCARABELI COM,AVENIDA FERNANDO FERRARI 1960 1990,GOIABEIRAS,VITORIA,,,ES,,29075010,7004231,,FWS,,RANI,CONCES AUTO NISSAN,10/05/2024,05,2024,2024M05,13/05/2024,45937905,NISSAN MOTOR OIL 5W30 CX 12X1L,OLEO,NISSAN,NISSAN SW30,Consumer,Sintetico,Mainstream,12.0,5655,000016343,001,6,72.0,2991.6,2714.88,0,1855.26,005655,Mainstream,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,10.164,000003 - NOSSO CARRO,0,05309,Z30 - 30 DIAS,30,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00354604,10508212000480,MULTILUB DISTRIBUIDORA LTDA,ATACADAO DOS FILTROS,AV MONTE DAS OLIVEIRAS  S/N,COLINA DE LARANJEIRAS,SERRA,,,ES,,29167082,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,10/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016344,001,1,12.0,298.8,271.16,0,166.18,005654,Premium,7005654,EMBALADO  ,250028,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,-,0,05002,Z14 - 14 DIAS,14,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00354601,10508212000138,MULTILUB DISTRIBUIDORA LTDA,ATACADAO DOS FILTROS,AV LOURIVAL NUNES 303,JARDIM LIMOEIRO,SERRA,,,ES,,29164050,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,10/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016345,001,2,24.0,597.6,542.32,0,332.35,005654,Premium,7005654,EMBALADO  ,250028,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,000003 - NOSSO CARRO,0,05002,M03 - 14 DIAS,14,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00354602,10508212000219,MULTILUB DISTRIBUIDORA LTDA,ATACADAO DOS FILTROS,R AUGUSTO RUSCHI 250,PARQUE RESIDENCIAL LARANJEIRAS,SERRA,,,ES,,29165171,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,10/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016346,001,1,12.0,298.8,271.16,0,166.18,005654,Premium,7005654,EMBALADO  ,250028,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,000003 - NOSSO CARRO,0,05002,Z14 - 14 DIAS,14,SH
Nacional,NACIONAL / MATRIZ / ES,250015,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,00355101,10497465000153,UERE AUTO ELETRICA LTDA ME,UERE AUTO ELETRICA L,AV MARFISA DE BARROS LEITE 420,CAMPO VINTE,AFONSO CLAUDIO,,,ES,,29600000,,,B2C,M,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,13/05/2024,41074905,HELIX HX6 FLEX 15W40 SL CX 12X1L,OLEO,HELIX,HELIX HX6,Consumer,Semi Sintetico,Premium,12.0,5655,000016347,001,4,48.0,1051.2,953.97,0,631.05,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.572,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00102,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250015,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,00355101,10497465000153,UERE AUTO ELETRICA LTDA ME,UERE AUTO ELETRICA L,AV MARFISA DE BARROS LEITE 420,CAMPO VINTE,AFONSO CLAUDIO,,,ES,,29600000,,,B2C,M,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,13/05/2024,41076905,HELIX HX8 PROFESSIONAL AV 5W40 CX 12X1L,OLEO,HELIX,HELIX HX8,Consumer,Sintetico,Premium,12.0,5655,000016347,001,3,36.0,1259.64,1143.12,0,668.29,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.28,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00102,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250015,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,00355101,10497465000153,UERE AUTO ELETRICA LTDA ME,UERE AUTO ELETRICA L,AV MARFISA DE BARROS LEITE 420,CAMPO VINTE,AFONSO CLAUDIO,,,ES,,29600000,,,B2C,M,RATV,AUTOPECAS VEICULOS,10/05/2024,05,2024,2024M05,13/05/2024,43615905,HELIX ULTRA PROF AG 0W20 GF6A D1G3 12x1L,OLEO,HELIX,HELIX ULTRA PROF,consumer,Sint tico,Premium,12.0,5655,000016347,001,1,12.0,382.8,347.38,0,198.51,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00102,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250027,RODRIGO GOMES,RODRIGO GOMES,00035201,04885413000151,COSENTINO LATINA LTDA,COSENTINO LATINA LTD,RUA E 1075 QUADRA XI,CIVIT I,SERRA,,,ES,,29168040,,,B2B,,CINR,IND MINERACAO,10/05/2024,05,2024,2024M05,13/05/2024,45313860,OMALA S4 GXV 220 BALDE,OLEO,OMALA,OMALA S4 GXV 220,Industrial Gear Oils,Sint tico,Premium,20.0,5656,000016348,001,2,40.0,9736.0,8835.42,0,3861.27,005654,Premium,7005654,EMBALADO  ,250024,01,0,Nao,,,,250014,RODRIGO LAZARO,250002,WANDERSON CASTIGLIONI,,,16.353,000003 - NOSSO CARRO,0,05002,022 - 30/60DDL,45,SH
Nacional,NACIONAL / MATRIZ / ES,250025,JOHN DEERE,JOHN DEERE,00000601,27733195000135,LIPETRAL LINHARES PECAS E TRATORES,LIPETRAL LINHARES PE,AVENIDA PREFEITO SAMUEL BATISTA CR,CANIVETE,LINHARES,,,ES,,29909010,7005682,,FWS,,RTJD,CONCES TRAT JD,10/05/2024,05,2024,2024M05,13/05/2024,43213855,JD PLUS 50 II 15W-40 CK-4 20L,OLEO,JD,JD PLUS 50 II,Industry,Mineral,Mainstream,20.0,5655,000016349,001,51,1020.0,28251.96,25638.65,0,15011.96,005655,Mainstream,7005655,EMBALADO  ,,20,0,Nao,,,,,,250002,WANDERSON CASTIGLIONI,,,16.8,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,03205,Z30 - 30 DIAS,30,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00942700,27449669000111,ADEMAR DALCOL,CASA DO CRIADOR,AV MILTON MOTA 614,CENTRO,ECOPORANGA,,,ES,,29850000,,,B2C,,RATC,AUTOPECAS CAMINHAO,10/05/2024,05,2024,2024M05,13/05/2024,44414855,RIMULA RT4 X 15W40 SHELL FR 20L,OLEO,RIMULA,RIMULA RT4X,Transport,Mineral,Mainstream,20.0,5655,000016350,001,2,40.0,727.12,659.86,0,485.55,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,17.596,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,02108,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00942700,27449669000111,ADEMAR DALCOL,CASA DO CRIADOR,AV MILTON MOTA 614,CENTRO,ECOPORANGA,,,ES,,29850000,,,B2C,,RATC,AUTOPECAS CAMINHAO,10/05/2024,05,2024,2024M05,13/05/2024,45283855,SPIRAX S4 TXM FR. 20LT.,OLEO,SPIRAX,SPIRAX S4,Transport,Mineral,Mainstream,20.0,5655,000016350,001,1,20.0,494.68,448.92,0,283.61,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,17.64,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,02108,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00942700,27449669000111,ADEMAR DALCOL,CASA DO CRIADOR,AV MILTON MOTA 614,CENTRO,ECOPORANGA,,,ES,,29850000,,,B2C,,RATC,AUTOPECAS CAMINHAO,10/05/2024,05,2024,2024M05,13/05/2024,49757855,WBF 100 NOVO FR. 20LT,OLEO,WBF,WBF 100,Transport,Mineral,Mainstream,20.0,5655,000016350,001,2,40.0,969.54,879.86,0,587.65,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,17.73,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,02108,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00942700,27449669000111,ADEMAR DALCOL,CASA DO CRIADOR,AV MILTON MOTA 614,CENTRO,ECOPORANGA,,,ES,,29850000,,,B2C,,RATC,AUTOPECAS CAMINHAO,10/05/2024,05,2024,2024M05,13/05/2024,43582855,SPIRAX S2 A 90 FR. 20LT.,OLEO,SPIRAX,SPIRAX S2,Transport,Mineral,Mainstream,20.0,5655,000016350,001,1,20.0,475.72,431.71,0,252.2,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,18.18,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,02108,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00942700,27449669000111,ADEMAR DALCOL,CASA DO CRIADOR,AV MILTON MOTA 614,CENTRO,ECOPORANGA,,,ES,,29850000,,,B2C,,RATC,AUTOPECAS CAMINHAO,10/05/2024,05,2024,2024M05,13/05/2024,44424855,RIMULA RT4 L 15W-40 (CK-4) 20L,OLEO,RIMULA,RIMULA RT4L,Transport,Mineral,Mainstream,20.0,5655,000016350,001,1,20.0,628.0,569.92,0,280.94,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,17.66,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,02108,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00909800,08966101000123,DANILO DE SOUZA PINTO,POSTO SOUZA,R PRINCIPAL S/N,VILA MONTE SINAI,BARRA DE SAO FRANCISCO,,,ES,,29800000,,OK,B2C,,RPBZ,POSTOS BANDEIRA BRANCA,10/05/2024,05,2024,2024M05,15/05/2024,45297905,ADVANCE 4T AX5 20W-50 SL/ MA CX. 12X1L,OLEO,ADVANC,ADVANCE 4T AX5,Consumer,Mineral,Mainstream,12.0,5655,000016351,001,1,12.0,246.38,223.59,0,138.31,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.68,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00904,003 - 30/60/90 DD,76,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00909800,08966101000123,DANILO DE SOUZA PINTO,POSTO SOUZA,R PRINCIPAL S/N,VILA MONTE SINAI,BARRA DE SAO FRANCISCO,,,ES,,29800000,,OK,B2C,,RPBZ,POSTOS BANDEIRA BRANCA,10/05/2024,05,2024,2024M05,15/05/2024,44770905,ADVANCE 4T AX6 10W-30 (SL/MA2) CX 12X1L,OLEO,ADVANC,ADVANCE 4T AX6,Engine Oils - Motorcycle,Sint tico,Premium,12.0,5655,000016351,001,1,12.0,271.02,245.95,0,153.91,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00904,003 - 30/60/90 DD,76,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00909800,08966101000123,DANILO DE SOUZA PINTO,POSTO SOUZA,R PRINCIPAL S/N,VILA MONTE SINAI,BARRA DE SAO FRANCISCO,,,ES,,29800000,,OK,B2C,,RPBZ,POSTOS BANDEIRA BRANCA,10/05/2024,05,2024,2024M05,15/05/2024,41064905,HELIX HX3 20W50 SL CX 12X1L,OLEO,HELIX,HELIX HX3,Consumer,Mineral,Mainstream,12.0,5655,000016351,001,1,12.0,239.76,217.59,0,142.46,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.692,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00904,003 - 30/60/90 DD,76,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00909800,08966101000123,DANILO DE SOUZA PINTO,POSTO SOUZA,R PRINCIPAL S/N,VILA MONTE SINAI,BARRA DE SAO FRANCISCO,,,ES,,29800000,,OK,B2C,,RPBZ,POSTOS BANDEIRA BRANCA,10/05/2024,05,2024,2024M05,15/05/2024,44414905,RIMULA RT4 X 15W40 SHELL CX 12X1L,OLEO,RIMULA,RIMULA RT4X,Transport,Mineral,Mainstream,12.0,5655,000016351,001,1,12.0,250.86,227.65,0,167.1,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.511,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00904,003 - 30/60/90 DD,76,SH
Nacional,NACIONAL / MATRIZ / ES,250028,ANGELICA GONCALVES DA SILVA,ANGELICA GONCALVES DA SILVA,00376101,38598689000170,CRISTINA PAIVA FICK DA ROS ME,CRISTINA PAIVA FICK,ROD BR 101 KM 203 SN,CENTRO,JOAO NEIVA,,,ES,,29680000,,OK,B2C,P,RAUA,AUTOCENTRO / CENTRO AUTOM,10/05/2024,05,2024,2024M05,15/05/2024,41074905,HELIX HX6 FLEX 15W40 SL CX 12X1L,OLEO,HELIX,HELIX HX6,Consumer,Semi Sintetico,Premium,12.0,5656,000016352,001,6,72.0,1576.8,1430.94,0,946.57,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.572,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,03130,004 - 28/56/84 DD,56,SH
